effect	effect_list	scope	value
wh3_dlc29_effect_commandment_wh3_dlc29_edict_nag_cst_port_income	wh3_dlc29_black_pyramid_cst_I_4	faction_to_province_own	15.0000
wh3_dlc29_effect_commandment_wh3_dlc29_edict_nag_cst_raze_income	wh3_dlc29_black_pyramid_cst_I_4	faction_to_province_own	1.0000
wh3_dlc29_effect_nag_ryze_the_grave_call_mournguls	wh3_dlc29_black_pyramid_cst_I_5	faction_to_force_own_cst_unseen	1.0000
wh3_dlc29_effect_post_battle_unit_saving_chance_all	wh3_dlc29_black_pyramid_dead_rise_chance_1	faction_to_army_own	3.0000
wh3_dlc29_effect_post_battle_unit_saving_chance_all	wh3_dlc29_black_pyramid_dead_rise_chance_2	faction_to_army_own	3.0000
wh3_dlc29_effect_post_battle_unit_saving_chance_all	wh3_dlc29_black_pyramid_dead_rise_chance_3	faction_to_army_own	3.0000
wh3_dlc29_effect_post_battle_unit_saving_hp_all	wh3_dlc29_black_pyramid_dead_rise_hp_1	faction_to_army_own	3.0000
wh3_dlc29_effect_post_battle_unit_saving_hp_all	wh3_dlc29_black_pyramid_dead_rise_hp_2	faction_to_army_own	3.0000
wh3_dlc29_effect_post_battle_unit_saving_hp_all	wh3_dlc29_black_pyramid_dead_rise_hp_3	faction_to_army_own	3.0000
wh3_dlc29_effect_force_stat_ammo_deck_droppers	wh3_dlc29_black_pyramid_deck_droppers_1	faction_to_army_own	15.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc11_cst_cav_deck_droppers_dummy	wh3_dlc29_black_pyramid_deck_droppers_1	faction_to_force_own_unseen	1.0000
wh2_dlc29_effect_attribute_enable_vanguard_deployment_deck_droppers	wh3_dlc29_black_pyramid_deck_droppers_2	faction_to_army_own	1.0000
wh3_dlc29_effect_force_stat_speed_deck_droppers	wh3_dlc29_black_pyramid_deck_droppers_2	faction_to_army_own	10.0000
wh2_dlc29_effect_force_stat_missile_resistance_deck_droppers	wh3_dlc29_black_pyramid_deck_droppers_3	faction_to_army_own	10.0000
wh3_dlc29_effect_force_stat_reload_time_reduction_deck_doppers	wh3_dlc29_black_pyramid_deck_droppers_4	faction_to_army_own	20.0000
wh2_dlc11_effect_force_stat_missile_damage_deck_droppers	wh3_dlc29_black_pyramid_deck_droppers_5	faction_to_army_own	10.0000
wh2_dlc29_effect_force_stat_range_deck_droppers	wh3_dlc29_black_pyramid_deck_droppers_5	faction_to_army_own	10.0000
wh3_dlc29_effect_force_stat_explosion_radius_mod_deck_dropper_bombs	wh3_dlc29_black_pyramid_deck_droppers_6	faction_to_army_own	20.0000
wh3_dlc29_effect_force_stat_explosive_damage_deck_dropper_bombs	wh3_dlc29_black_pyramid_deck_droppers_6	faction_to_army_own	50.0000
wh3_main_effect_ability_cst_enable_undeath_from_above	wh3_dlc29_black_pyramid_deck_droppers_7	faction_to_army_own	1.0000
wh3_dlc29_effect_ability_cooldown_doom_lord	wh3_dlc29_black_pyramid_dieter_1	faction_to_character_dieter	-25.0000
wh3_dlc29_effect_ability_duration_doom_lord	wh3_dlc29_black_pyramid_dieter_1	faction_to_character_dieter	20.0000
wh3_dlc29_effect_ability_cooldown_raise_dead_dieter	wh3_dlc29_black_pyramid_dieter_2	faction_to_character_dieter	-20.0000
wh3_main_effect_spell_mastery	wh3_dlc29_black_pyramid_dieter_2	faction_to_character_dieter	20.0000
wh3_dlc29_effect_ability_enable_summon_morghast_archai_dieter	wh3_dlc29_black_pyramid_dieter_3	faction_to_character_dieter	1.0000
wh3_dlc29_effect_force_stat_bonus_vs_infantry_dual_wield	wh3_dlc29_black_pyramid_dual_wield_1	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_melee_attack_dual_wield	wh3_dlc29_black_pyramid_dual_wield_2	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_missile_resistance_dual_wield	wh3_dlc29_black_pyramid_dual_wield_3	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_melee_defence_dual_wield	wh3_dlc29_black_pyramid_dual_wield_4	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_weapon_strength_dual_wield	wh3_dlc29_black_pyramid_dual_wield_5	faction_to_force_own	10.0000
wh3_dlc29_effect_poison_attacks_dual_wield	wh3_dlc29_black_pyramid_dual_wield_6	faction_to_force_own	1.0000
wh3_dlc29_effect_recruit_rank_dual_wield	wh3_dlc29_black_pyramid_dual_wield_6	faction_to_force_own	1.0000
wh3_dlc29_effect_gravecall_recruitment_cost_all	wh3_dlc29_black_pyramid_gravecall_recruitment_1	faction_to_army_own	-5.0000
wh3_dlc29_effect_gravecall_recruitment_rank_mod	wh3_dlc29_black_pyramid_gravecall_recruitment_2	faction_to_army_own	1.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc29_black_pyramid_gravecall_recruitment_3	faction_to_army_own	-3.0000
wh3_dlc29_effect_force_stat_armour_piercing_great_weapons	wh3_dlc29_black_pyramid_great_weapons_1	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_melee_attack_great_weapons	wh3_dlc29_black_pyramid_great_weapons_2	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_physical_resistance_great_weapons	wh3_dlc29_black_pyramid_great_weapons_3	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_charge_bonus_great_weapons	wh3_dlc29_black_pyramid_great_weapons_4	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_leadership_great_weapons	wh3_dlc29_black_pyramid_great_weapons_4	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_bonus_vs_infantry_great_weapons	wh3_dlc29_black_pyramid_great_weapons_5	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_armour_sundering_great_weapons	wh3_dlc29_black_pyramid_great_weapons_6	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_weapon_strength_great_weapons	wh3_dlc29_black_pyramid_great_weapons_6	faction_to_force_own	10.0000
wh3_dlc29_effect_force_dead_rise_again_chance_nag_guards	wh3_dlc29_black_pyramid_guards_1	faction_to_force_own	5.0000
wh3_dlc29_effect_replenishment_nag_guards	wh3_dlc29_black_pyramid_guards_1	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_leadership_nag_guards	wh3_dlc29_black_pyramid_guards_2	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_mass_nag_guards	wh3_dlc29_black_pyramid_guards_2	faction_to_force_own	30.0000
wh3_dlc29_effect_force_stat_armour_nag_guards	wh3_dlc29_black_pyramid_guards_3	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_melee_defence_nag_guards	wh3_dlc29_black_pyramid_guards_3	faction_to_force_own	7.0000
wh3_dlc29_effect_force_stat_block_chance_nag_tomb_guards	wh3_dlc29_black_pyramid_guards_4	faction_to_force_own	15.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc09_tmb_inf_tomb_guard_1	wh3_dlc29_black_pyramid_guards_4	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_melee_attack_nag_guards	wh3_dlc29_black_pyramid_guards_5	faction_to_force_own	7.0000
wh3_dlc29_effect_force_stat_weapon_strength_nag_guards	wh3_dlc29_black_pyramid_guards_5	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_ap_weapon_strength_nag_grave_guards	wh3_dlc29_black_pyramid_guards_6	faction_to_force_own	10.0000
wh3_dlc29_effect_gravecall_unlock_wh_main_vmp_inf_grave_guard_all_dummy	wh3_dlc29_black_pyramid_guards_6	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_start_ward_save_nag_guard	wh3_dlc29_black_pyramid_guards_7	faction_to_force_own	5.0000
wh3_dlc29_effect_ability_enable_undeathly_will_guards_rank7	wh3_dlc29_black_pyramid_guards_8	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_recruit_rank_nag_gunpowder_artilleries	wh3_dlc29_black_pyramid_gunpowder_artillery_1	faction_to_force_own	1.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc11_cst_art_all_dummy	wh3_dlc29_black_pyramid_gunpowder_artillery_1	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_leadership_nag_gunpowder_artilleries	wh3_dlc29_black_pyramid_gunpowder_artillery_2	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_missile_resistance_nag_gunpowder_artilleries	wh3_dlc29_black_pyramid_gunpowder_artillery_2	faction_to_force_own	15.0000
wh3_dlc29_effect_range_nag_gunpowder_artillery	wh3_dlc29_black_pyramid_gunpowder_artillery_3	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_reload_time_reduction_nag_gunpowder_artilleries	wh3_dlc29_black_pyramid_gunpowder_artillery_4	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_ammunition_nag_mortar_queen_bess	wh3_dlc29_black_pyramid_gunpowder_artillery_5	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_explosive_damage_nag_mortar_queen_bess	wh3_dlc29_black_pyramid_gunpowder_artillery_5	faction_to_force_own	20.0000
wh3_dlc29_effect_contact_effect_nag_mortar_queen_bess_dazed	wh3_dlc29_black_pyramid_gunpowder_artillery_6	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_explosive_radius_nag_mortar_queen_bess	wh3_dlc29_black_pyramid_gunpowder_artillery_6	faction_to_force_own	20.0000
wh3_dlc29_effect_force_stat_ammuition_nag_carronade_necrofex	wh3_dlc29_black_pyramid_gunpowder_artillery_7	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_missile_ap_nag_carronade_necrofex	wh3_dlc29_black_pyramid_gunpowder_artillery_7	faction_to_force_own	20.0000
wh3_dlc29_effect_force_stat_magic_attacks_nag_carronade_necrofex_rank7	wh3_dlc29_black_pyramid_gunpowder_artillery_8	faction_to_force_own	1.0000
wh3_dlc29_effect_nag_carronades_upgrade_grape_shot	wh3_dlc29_black_pyramid_gunpowder_artillery_8	faction_to_force_own	1.0000
wh2_dlc11_cst_recruit_rank_gunnery_mobs	wh3_dlc29_black_pyramid_guns_1	faction_to_force_own	1.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc11_cst_inf_zombie_gunnery_mob_all_dummy	wh3_dlc29_black_pyramid_guns_1	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_leadership_nag_gun_units	wh3_dlc29_black_pyramid_guns_2	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_vigour_nag_gun_units	wh3_dlc29_black_pyramid_guns_2	faction_to_force_own	-15.0000
wh3_dlc29_effect_ability_enable_dig_in_gunnery_mob	wh3_dlc29_black_pyramid_guns_3	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_ammo_nag_gun_units	wh3_dlc29_black_pyramid_guns_4	faction_to_force_own	20.0000
wh3_dlc29_effect_upkeep_gun_nag_units	wh3_dlc29_black_pyramid_guns_4	faction_to_force_own	-10.0000
wh3_dlc29_effect_force_stat_missile_damage_cst_gun_infantry	wh3_dlc29_black_pyramid_guns_5	faction_to_force_own	10.0000
wh3_dlc29_effect_ability_enable_extra_reload_nag_guns	wh3_dlc29_black_pyramid_guns_6	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_reload_time_reduction_gunnery_mob	wh3_dlc29_black_pyramid_guns_7	faction_to_force_own	15.0000
wh3_dlc29_effect_attribute_snipe_deck_gunners	wh3_dlc29_black_pyramid_guns_8	faction_to_force_own	1.0000
wh3_dlc29_effect_attribute_stalk_deck_gunners_rank7	wh3_dlc29_black_pyramid_guns_8	faction_to_force_own	1.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc11_cst_inf_deck_gunners_0	wh3_dlc29_black_pyramid_guns_8	faction_to_force_own_unseen	1.0000
wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh3_dlc29_black_pyramid_hero_1	faction_to_character_own_heroes_only	5.0000
wh2_main_effect_agent_action_hinder_army_assault_units_buff	wh3_dlc29_black_pyramid_hero_1	faction_to_character_own_heroes_only	5.0000
wh_main_effect_character_stat_charge_bonus_add	wh3_dlc29_black_pyramid_hero_2	faction_to_character_own_heroes_only	10.0000
wh_main_effect_character_stat_melee_attack	wh3_dlc29_black_pyramid_hero_2	faction_to_character_own_heroes_only	5.0000
wh2_dlc10_effect_ability_enable_guardian	wh3_dlc29_black_pyramid_hero_3	faction_to_character_own_heroes_only	1.0000
wh3_dlc29_effect_agent_cap_increase_nag_champion	wh3_dlc29_black_pyramid_hero_4	faction_to_faction_own_unseen	2.0000
wh3_dlc29_effect_agent_cap_increase_nag_monstrous	wh3_dlc29_black_pyramid_hero_4	faction_to_faction_own_unseen	2.0000
wh2_main_effect_agent_action_assist_army_replenish_troops_buff	wh3_dlc29_black_pyramid_hero_5	faction_to_character_own_heroes_only	5.0000
wh3_dlc29_effect_agent_action_vmp_necromancer_army_assist_2_buff	wh3_dlc29_black_pyramid_hero_5	faction_to_character_own_heroes_only	3.0000
wh_main_effect_character_stat_melee_defence	wh3_dlc29_black_pyramid_hero_6	faction_to_character_own_heroes_only	5.0000
wh_main_effect_character_stat_physical_resistance	wh3_dlc29_black_pyramid_hero_6	faction_to_character_own_heroes_only	5.0000
wh2_dlc29_effect_force_stat_weapon_strength_nag_legendary_heroes	wh3_dlc29_black_pyramid_hero_7	faction_to_character_own	10.0000
wh3_dlc25_effect_enable_disrupted_attacks_legendary_heroes	wh3_dlc29_black_pyramid_hero_7	faction_to_character_own	1.0000
wh3_dlc29_effect_agent_cap_increase_nag_support	wh3_dlc29_black_pyramid_hero_8	faction_to_faction_own_unseen	2.0000
wh3_dlc29_effect_agent_cap_increase_nag_vampire	wh3_dlc29_black_pyramid_hero_8	faction_to_faction_own_unseen	2.0000
wh3_dlc29_effect_agent_cap_increase_nag_wizard	wh3_dlc29_black_pyramid_hero_8	faction_to_faction_own_unseen	2.0000
wh3_dlc29_effect_gravecall_unlock_horsemen_dummy	wh3_dlc29_black_pyramid_horsemen_1	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_unit_xp_levels_skeleton_horsemen	wh3_dlc29_black_pyramid_horsemen_1	faction_to_force_own	1.0000
wh2_dlc09_effect_force_stat_missile_damage_tmb_horsemen	wh3_dlc29_black_pyramid_horsemen_2	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_weapon_strength_nag_horsemen	wh3_dlc29_black_pyramid_horsemen_2	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_melee_attack_nag_horsemen	wh3_dlc29_black_pyramid_horsemen_3	faction_to_force_own	4.0000
wh3_dlc29_effect_force_stat_melee_defence_nag_horsemen	wh3_dlc29_black_pyramid_horsemen_3	faction_to_force_own	4.0000
wh3_dlc29_attribute_enable_vanguard_nag_nehekhara	wh3_dlc29_black_pyramid_horsemen_4	faction_to_force_own	1.0000
wh3_dlc29_effect_force_start_leadership_nehekharan_horsemen	wh3_dlc29_black_pyramid_horsemen_4	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_charge_bonus_add_nag_horsemen	wh3_dlc29_black_pyramid_horsemen_5	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_mass_nag_horsemen	wh3_dlc29_black_pyramid_horsemen_5	faction_to_force_own	15.0000
wh3_dlc29_effect_force_attribute_enable_strider_skeleton_horsemen	wh3_dlc29_black_pyramid_horsemen_6	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_speed_skeleton_horsemen	wh3_dlc29_black_pyramid_horsemen_6	faction_to_force_own	10.0000
wh3_dlc29_effect_attribute_perfect_vigour_black_knights_rank7	wh3_dlc29_black_pyramid_horsemen_7	faction_to_force_own	1.0000
wh3_dlc29_effect_gravecall_unlock_wh_main_vmp_cav_black_knights_all_dummy	wh3_dlc29_black_pyramid_horsemen_7	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_armour_nag_knights	wh3_dlc29_black_pyramid_knights_1	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_melee_defence_nag_knights	wh3_dlc29_black_pyramid_knights_1	faction_to_force_own	5.0000
wh3_dlc29_effect_force_stat_charge_bonus_nag_knights	wh3_dlc29_black_pyramid_knights_2	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_speed_nag_knights	wh3_dlc29_black_pyramid_knights_2	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_bonus_vs_large_nag_knight_lances	wh3_dlc29_black_pyramid_knights_3	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_leadership_nag_knight_lances	wh3_dlc29_black_pyramid_knights_3	faction_to_force_own	8.0000
wh3_dlc29_effect_attribute_enable_strider_nag_drakenhof_templars	wh3_dlc29_black_pyramid_knights_4	faction_to_force_own	15.0000
wh3_dlc29_effect_gravecall_unlock_wh3_dlc29_vmp_cav_drakenhof_templars	wh3_dlc29_black_pyramid_knights_4	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_bonus_vs_infantry_nag_sword_knights	wh3_dlc29_black_pyramid_knights_5	faction_to_force_own	10.0000
wh3_dlc29_effect_force_stat_mass_nag_sword_knights	wh3_dlc29_black_pyramid_knights_5	faction_to_force_own	15.0000
wh3_dlc29_effect_force_stat_physical_resist_necropolis_knights	wh3_dlc29_black_pyramid_knights_6	faction_to_force_own	10.0000
wh3_dlc29_effect_gravecall_unlock_wh2_dlc09_tmb_cav_necropolis_knights_all_dummy	wh3_dlc29_black_pyramid_knights_6	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_force_stat_weapon_strength_undead_knights	wh3_dlc29_black_pyramid_knights_7	faction_to_force_own	15.0000
wh3_dlc29_effect_tech_unit_xp_levels_nag_knights	wh3_dlc29_black_pyramid_knights_7	faction_to_force_own	2.0000
wh3_dlc29_effect_attribute_enable_devastating_flanker_nag_knights_lance_rank7	wh3_dlc29_black_pyramid_knights_8	faction_to_force_own	1.0000
wh3_dlc29_effect_attribute_enable_frenzy_nag_knights_swords_rank7	wh3_dlc29_black_pyramid_knights_8	faction_to_force_own	1.0000
wh3_dlc29_effect_force_stat_melee_attack_krell	wh3_dlc29_black_pyramid_krell_1	faction_to_character_krell	10.0000
wh_main_effect_character_stat_melee_defence	wh3_dlc29_black_pyramid_krell_1	faction_to_character_krell	10.0000
wh3_dlc29_effect_ability_enable_frenzy_wight_kings	wh3_dlc29_black_pyramid_krell_2	faction_to_character_own_unseen	1.0000
wh3_dlc29_effect_agent_rank_wight_king	wh3_dlc29_black_pyramid_krell_2	faction_to_province_own_unseen	5.0000
wh3_dlc25_contact_phase_armour_sundering_krell	wh3_dlc29_black_pyramid_krell_3	faction_to_character_krell	1.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc29_black_pyramid_krell_3	faction_to_character_krell	20.0000
wh_main_effect_force_all_campaign_recruitment_cost_all	wh3_dlc29_black_pyramid_local_recruitment_1	faction_to_army_own	-5.0000
wh_main_effect_force_all_campaign_experience_base_all	wh3_dlc29_black_pyramid_local_recruitment_2	faction_to_army_own	1.0000
wh_main_effect_force_all_campaign_upkeep	wh3_dlc29_black_pyramid_local_recruitment_3	faction_to_army_own	-3.0000
wh3_dlc29_black_pyramid_lock_dummy	wh3_dlc29_black_pyramid_lock_1	faction_to_faction_own_unseen	10.0000
wh3_dlc29_effect_nag_necromancy_cost_mod_all	wh3_dlc29_black_pyramid_lock_1	faction_to_faction_own_unseen	-5.0000
wh3_dlc29_black_pyramid_lock_dummy	wh3_dlc29_black_pyramid_lock_2	faction_to_faction_own_unseen	50.0000
wh3_dlc29_effect_nag_necromancy_cost_mod_all	wh3_dlc29_black_pyramid_lock_2	faction_to_faction_own_unseen	-5.0000
wh3_dlc29_black_pyramid_lock_dummy	wh3_dlc29_black_pyramid_lock_3	faction_to_faction_own_unseen	100.0000
wh3_dlc29_effect_nag_necromancy_cost_mod_all	wh3_dlc29_black_pyramid_lock_3	faction_to_faction_own_unseen	-5.0000
wh3_dlc20_effect_healing_cap_modifier	wh3_dlc29_black_pyramid_lord_1	faction_to_lords_own	10.0000
wh_main_effect_force_all_campaign_replenishment_rate	wh3_dlc29_black_pyramid_lord_1	faction_to_force_own_unseen_neferata	5.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc29_black_pyramid_lord_2	faction_to_lords_own	15.0000
wh_main_faction_xp_increase_generals	wh3_dlc29_black_pyramid_lord_2	faction_to_province_own_factionwide	3.0000
wh_main_faction_xp_increase_generals_hidden	wh3_dlc29_black_pyramid_lord_2	faction_to_force_own	3.0000
wh_main_effect_attribute_enable_causes_terror	wh3_dlc29_black_pyramid_lord_3	faction_to_lords_own	1.0000
wh_main_effect_character_stat_melee_attack	wh3_dlc29_black_pyramid_lord_4	faction_to_lords_own	10.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc29_black_pyramid_lord_4	faction_to_lords_own	5.0000
wh_main_effect_character_stat_aura_leadership_effect	wh3_dlc29_black_pyramid_lord_5	faction_to_lords_own	7.0000
wh_main_effect_character_stat_leadership_aura_size	wh3_dlc29_black_pyramid_lord_5	faction_to_lords_own	20.0000
wh_main_effect_force_all_campaign_movement_range	wh3_dlc29_black_pyramid_lord_6	faction_to_force_own	5.0000
wh3_dlc29_effect_ability_disable_wounds_legendary_lord	wh3_dlc29_black_pyramid_lord_7	faction_to_force_own_unseen	1.0000
wh3_dlc29_effect_ability_regeneration_legendary_lord	wh3_dlc29_black_pyramid_lord_7	faction_to_force_own_unseen	1.0000
wh_main_effect_character_stat_melee_defence	wh3_dlc29_black_pyramid_lord_8	faction_to_lords_own	10.0000
wh_main_effect_character_stat_ward_save	wh3_dlc29_black_pyramid_lord_8	faction_to_lords_own	5.0000
wh3_main_effect_ability_wom_cost_pct_death_spells	wh3_dlc29_black_pyramid_lore_of_death_1	faction_to_character_own	-5.0000
wh_main_effect_ability_cooldown_lore_of_death	wh3_dlc29_black_pyramid_lore_of_death_2	faction_to_character_own	-10.0000
wh3_dlc29_effect_attribute_enable_causes_terror_knights	wh3_dlc29_black_pyramid_lore_of_death_3	faction_to_force_own	1.0000
